,molecule,bond_index,bond_type,fragment1,fragment2,delta_assigned_stereo,delta_unassigned_stereo,BDE,predicted,is_metab_site,mol_id
240,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,52,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[CH]C[C@@]21C,0,0,95.25,96.74994000000001,False,1068
241,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,54,C-H,[H],CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C[CH][C@@]21C,0,0,99.16,97.02382,False,1068
242,CC(=O)[C@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,56,C-H,[H],[CH2][C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(C)C(C)=O,0,0,97.55,99.378204,False,1068
243,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,19,C-H,[H],Nc1nc(=O)c2n[c]n(COCCO)c2[nH]1,0,0,114.86,115.8036,False,1014
244,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,20,C-H,[H],Nc1nc(=O)c2ncn([CH]OCCO)c2[nH]1,0,0,93.57,96.31774,False,1014
245,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,22,C-H,[H],Nc1nc(=O)c2ncn(CO[CH]CO)c2[nH]1,0,0,95.48,98.14138,False,1014
246,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,24,C-H,[H],Nc1nc(=O)c2ncn(COC[CH]O)c2[nH]1,0,0,,,True,1014
247,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,24,C-H,[H],[CH2][C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,97.9,100.15568499999999,False,1037
248,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,27,C-H,[H],C[C@]12[CH]C[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,98.41,97.540184,False,1037
249,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,29,C-H,[H],C[C@]12C[CH][C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,95.17,96.50479,False,1037
250,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,31,C-H,[H],C[C@]12CC[C]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,-1,0,94.68,94.68703000000001,False,1037
251,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,32,C-H,[H],C[C@]12CC[C@H]3[C](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,-1,0,95.55,97.1768,False,1037
252,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,33,C-H,[H],C[C@]12CC[C@H]3[C@@H]([CH]CC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,98.35,97.28914,False,1037
253,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,35,C-H,[H],C[C@]12CC[C@H]3[C@@H](C[CH]C4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,82.04,83.34000999999999,True,1037
254,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,37,C-H,[H],C[C@]12CC[C@H]3[C@@H](CCC4=[C]C(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,110.88,111.06307,False,1037
255,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,38,C-H,[H],C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[CH]C[C@@]43C)[C@@H]1CCC2=O,0,0,90.62,91.01399,False,1037
256,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,40,C-H,[H],C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C[CH][C@@]43C)[C@@H]1CCC2=O,0,0,97.46,95.79158000000001,False,1037
257,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,42,C-H,[H],[CH2][C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,0,0,98.7,99.2522,False,1037
258,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,45,C-H,[H],C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C]1CCC2=O,-1,0,,,False,1037
259,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,46,C-H,[H],C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[CH]CC2=O,0,0,97.79,95.811295,False,1037
260,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,48,C-H,[H],C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[CH]C2=O,0,0,90.53,89.51346600000001,False,1037
261,N=C(N)N1CCc2ccccc2C1,17,C-H,[H],N=C(N)N1[CH]Cc2ccccc2C1,0,0,90.49,90.29007,False,1027
262,N=C(N)N1CCc2ccccc2C1,19,C-H,[H],N=C(N)N1C[CH]c2ccccc2C1,0,0,87.68,87.69934,True,1027
263,N=C(N)N1CCc2ccccc2C1,21,C-H,[H],N=C(N)N1CCc2[c]cccc2C1,0,0,110.79,111.09344499999999,False,1027
264,N=C(N)N1CCc2ccccc2C1,22,C-H,[H],N=C(N)N1CCc2c[c]ccc2C1,0,0,111.2,111.2632,False,1027
265,N=C(N)N1CCc2ccccc2C1,23,C-H,[H],N=C(N)N1CCc2cc[c]cc2C1,0,0,111.21,111.35448000000001,False,1027
266,N=C(N)N1CCc2ccccc2C1,24,C-H,[H],N=C(N)N1CCc2ccc[c]c2C1,0,0,111.06,110.94386000000002,False,1027
267,N=C(N)N1CCc2ccccc2C1,25,C-H,[H],N=C(N)N1[CH]c2ccccc2CC1,0,0,79.94,79.3687,False,1027
